Document Title,Abstract,Year,PDF Link,Authors,Source,abs,label
managing knowledge asset npd performance improvement result action research project,abstractthis paper explores fundamental issue knowledge management km initiative impact business performance reflecting management literature enabled definition conceptual background tested developed action research project drawing result project paper proposes framework support manager defining planning implementing evaluating km initiative performance improvement,2004,http://dx.doi.org/DOItmp_0558_027335,Daniela Carlucci and Giovanni Schiuma,"Book Series Lecture Notes in Computer Science, Volume 3336/2004, Book Practical Aspects of Knowledge Management, Pages 271-281, SpringerLink Date Friday, February 04, 2005",0,0
managing large repository natural language requirement,abstractan increasing number market technology driven software development company face challenge managing enormous amount requirement written natural language requirement arrive high pace requirement repository easily deteriorates impeding customer feedback well founded decision future product release chapter introduce linguistic engineering approach support large scale requirement management present three case study encompassing different requirement management process approach evaluated also discus role natural language requirement present survey research aimed giving support engineering management natural language requirement,2005,http://dx.doi.org/10.1007/3-540-28244-0_10,Johan Natt och Dag and Vincenzo Gervasi,"Book Engineering and Managing Software Requirements, Part 2, Pages 219-244, SpringerLink Date Friday, April 07, 2006",0,0
managing non technical requirement cot component selection,selection cot component made analysis technical quality also sometimes mostly considering fulfill non technical requirement considered relevant refer licensing reputation similar issue paper present approach managing nontechnical requirement cot selection proposal based extending iso iec catalogue quality factor adding factor related non technical issue obtaining cohesive comprehensive framework managing requirement selection,2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1704087,"By Juan Pablo Carvallo , Xavier Franch , Carme Quer","Found in: 14th IEEE International Requirements Engineering Conference (RE'06) 
Issue Date:September 2006 
pp. 323-326",0,0
managing software performance globally distributed software development paradigm,information technology industry continues lose close gbp billion year result per forming application observation troubleshooting number project performance related issue root cause problem lie shortcoming requirement engineering architecture design system integration testing phase software development lifecycle sdlc attribute lack awareness basic principle performance engineering term activity need performed context sdlc done problem particularly accentuated project executed using globally distributed software development model owing geographic dispersion development team paper proposes experience based methodology manage performance application developed radically new development paradigm,2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4031746,By Gaurav Caprihan,"Found in: International Conference on Global Software Engineering (ICGSE'06) 
Issue Date:October 2006 
pp. 83-91",0,0
managing business software product line empirical investigation key business factor,business highlighted one critical dimension software product line engineering paper main contribution increase understanding influence key business factor showing empirically play imperative role managing successful software product line quantitative survey software organization currently involved business developing software product line wide range operation including consumer electronics telecommunication avionics information technology designed test conceptual model hypothesis study first study demonstrate relationship key business factor software product line result provide evidence organization business software product line development cope multiple key business factor improve overall performance business addition effort software development conclusion investigation reinforce current perception significance key business factor successful software product line business,2007,http://dl.acm.org/citation.cfm?id=1222419&CFID=932221249&CFTOKEN=70626954,"Faheem Ahmed, Luiz Fernando Capretz","Information and Software Technology,   Volume 49 Issue 2, February 2007, Publisher: Butterworth-Heinemann",0,0
mastering dual shore development tool material approach adapted agile offshoring,software development offshoring setting distributed team present particular challenge participant process model work well conventional project may adapted paper present casestudy reinforced advice extend tool material approach well established communication centered agile design development approach field dual shore development offshoring project show communication challenge tackled common guiding design metaphor architecture centric development task assignment component task extensive quality assurance measure,2007,http://dl.acm.org/citation.cfm?id=1778657&CFID=932217134&CFTOKEN=57032074,Andreas Kornst?dt and Joachim Sauer,"Book Series Lecture Notes in Computer Science, Volume 4716/2007, Book Software Engineering Approaches for Offshore and Outsourced Development, Pages 83-95, SpringerLink Date Saturday, September 22, 2007",0,0
maximising information gained study static analysis technology concurrent software,result empirical study software engineering limited particular context difficult generalise study expensive perform despite problem empirical study made effective important researcher practitioner key effectiveness lie maximisation information gained examining replicating existing study using power analysis accurate minimum sample size approach applied controlled experiment examining combination automated static analysis tool code inspection context verification validation amp concurrent java component paper present result controlled experiment show combination automated static analysis code inspection cost effective throughout experiment strategy maximise information gained experiment used result despite size study conclusive result obtained contributing research amp technology evaluation,2007,http://dl.acm.org/citation.cfm?id=1315691&CFID=932218357&CFTOKEN=55741168,"Margaret A. Wojcicki, Paul Strooper","Empirical Software Engineering,   Volume 12 Issue 6 , December 2007, Publisher: Kluwer Academic Publishers",0,0
maximising information gained experimental analysis code inspection static analysis concurrent java component,result empirical study limited particular context difficult generalise study expensive perform despite problem empirical study software engineering made effective important researcher practitioner key effectiveness lie maximisation information gained examining existing study conducting power analysis accurate minimum sample size benefiting previous study replication approach applied controlled experiment examining combination automated static analysis tool code inspection context verification validation concurrent java component combination technology shown cost effective despite size study thus contributes research technology evaluation,2006,http://dl.acm.org/citation.cfm?id=1159761&CFID=932224219&CFTOKEN=93659537,"Margaret A. Wojcicki, Paul Strooper","ISESE '06: Proceedings of the 2006 ACM/IEEE international symposium on Empirical software engineering , September 2006 , Publisher: ACM",0,0
mda approach real time system development ada,year number design methodology developed one state art modeling approach model driven architecture thesis attempt utilize mda specific complex domain real time system development mda framework three level abstraction computation independent platform independent platform specific target environment method presented thesis ada programming language extended old version language several new object oriented feature making suitable using mda application mda real time system domain targeted towards ada implementation constitutes new design method benefit mda uml ada advantage thesis start presentation complexity real time system domain real time domain aspect chosen main area elaborating design method utilizes uml profile schedulability performance time defining platform independent model additionally provides extension ada uml profile constitutes platform specific model followed specification transformation platform independent specific model specification used base implementation transformation guideline code generation form ada uml profile also provided finally thesis describes transformation implemented telelogic tau tool,2007,http://www.diva-portal.org/smash/record.jsf?pid=diva2%3A832783&dswid=topdog,Robert Gruszka,"Master Thesis, Software Engineering, Thesis no: MSE-2007:29, July 2007, School of Engineering, Blekinge Institute of Technology, Box 520, SE ? 372 25 Ronneby, Sweden",0,0
measure detect word substitution intercepted communication,want conceal content communication replacing word might trigger attention word locution seem ordinary address problem discovering substitution original substitute word natural frequency construct number measure search local discontinuity property string bag word frequency measure individually weak detector however show combining produce detector reasonably effective,2006,http://dl.acm.org/citation.cfm?id=2106981&CFID=932220331&CFTOKEN=58364112,"SW. Fong, D.B. Skillicorn and D. Roussinov","Book Series Lecture Notes in Computer Science, Volume 3975/2006, Book Intelligence and Security Informatics, Pages 190-200, SpringerLink Date Wednesday, May 10, 2006",0,0
measuring comparing adoption software process practice software product industry,compatibility agile method cmmi interest forthe software engineering community empirical evidence beyond case studiesis scarce attributed lack validated measurement scale forsurvey study study construct validate set rasch scale formeasuring process maturity use agile method using survey data small medium sized software product firm find use agilemethods maturity level firm complementary sample inaddition providing initial survey evidence compatibility agile methodsand process maturity study provides set validated scale canbe refined used later survey study,2008,http://dl.acm.org/citation.cfm?id=1789799&CFID=932211829&CFTOKEN=69142954,"Mikko R?nkk?, Antero J?rvi and Markus M. M?kel?","Book Series Lecture Notes in Computer Science, Volume 5007/2008, Book Making Globally Distributed Software Development a Success Story, Pages 407-419, SpringerLink Date Tuesday, May 06, 2008",0,0
measuring cohesion coupling object oriented system derivation mutual study cohesion coupling,cohesion coupling considered amongst important property evaluate quality design context oo software development cohesion mean relatedness public functionality class whereas coupling stand degree dependence class class oo system thesis new metric proposed measure class cohesion basis relative relatedness public method overall public functionality class proposed metric class cohesion us new concept subset tree determine relative relatedness public method overall public functionality class set metric proposed measuring class coupling based three type uml relationship namely association inheritance dependency reasonable metric measure cohesion coupling supposed share set input data sharing input data metric encourages idea existence mutual relationship based potential relationship research question formed attempt made find answer question help experiment oo system filezilla mutual relationship class cohesion class coupling analyzed statistically considering oo metric size reuse relationship among pair metric discussed result drawn accordance observed correlation coefficient study software evolution help class cohesion class coupling metric also performed observed trend analyzed,2004,http://www.diva-portal.org/smash/record.jsf?pid=diva2%3A833426&dswid=-2896,Imran Baig,"Master Thesis: Software Engineering, Thesis no: MSE-2004:29, Month: August Year: 2004
School of Engineering, Blekinge Institute of Technology, Ronneby, Sweden",0,0
memento digital physical scrapbook memory sharing,act reminiscence important element many interpersonal activity especially elder therapeutic benefit well understood individual typically use various object memory aid act recalling sharing reviewing memory life experience preliminary user study elder using cultural probe identified common memory aid photo album scrapbook item collected preserved article present discus novel interface memento system support creation scrapbook digital physical form provide overview user view memento brief description multi agent architecture report series exploratory user study evaluate effect performance memento suitability supporting memory sharing dissemination physical digital scrapbook taking account current technical limitation memento result show general approval suitability system appropriate interaction scheme creation physical digital item scrapbook,2007,http://dl.acm.org/citation.cfm?id=1236598&CFID=932217436&CFTOKEN=27248114,"David West, Aaron Quigley, Judy Kay","Personal and Ubiquitous Computing,   Volume 11 Issue 4 , April 2007, Publisher: Springer-Verlag",0,0
merging six emergency department one simulation approach,simulation existing system reinforce subject matter expert gut feeling however difficult develop intuition proposed system particularly considering consolidation multiple system paper discus use simulation determine operational ramification combining six emergency department one largest country six existing emergency department serve different type patient population maintains independent process hospital required emergency department effectively function using floor space process ancillary service testing facility waiting room registration healthcare planner need understand ramification sharing resource among multiple department operational impact high volume system project explored challenge find key bottleneck mitigation strategy using simulation,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4419775,"Martin Miller, David Ferrin, Marshall Ashby, Tanner Flynn, Niloo Shahi","WSC '07: Proceedings of the 39th conference on Winter simulation: 40 years! The best is yet to come, December 2007, Publisher: IEEE Press",0,0
meta analysis reflection system development strategy,propose coevolutionary system reciprocally develops player strategy two player game game environment seven stud poker complex real world game imperfect information system player decide action based self learning classifier system make strategy complex excellent analyze dynamic evolution player strategy show learning process reciprocating skill player,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4428043,Christopher Landauer and Kirstie L. Bellman,"Book Series Lecture Notes in Computer Science, Volume 3002/2004, Book Metainformatics, Pages 178-196, SpringerLink Date Friday, May 14, 2004",0,0
meta analysis correlation among usability measure,developed classifier decision fusion measure used framework combining multiple classifier decision combination different source information face form different feature set classification method provides opportunity develop improved level verification compared use single set classifier recently face recognition method based principal component analysis pca directional filter bank dfb response integrated voting algorithm look possibility using cross correlation measure compare output various classifier system recognition ability pca enhanced providing directional image input using normalized cross correlation decision fusion measure proposed method fuse decision dfb pca basis maximum cross correlation directional test image mean respective directional class experiment result showed remarkable recognition rate olivetti data set,2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1558867,"Kasper Hornb?k, Effie Lai-Chong Law","CHI '07: Proceedings of the SIGCHI conference on Human factors in computing systems, April 2007, Publisher: ACM",0,0
metabolic visualization intelligent shape analysis hippocampus,paper suggests prototype system visualization analysis anatomic shape functional feature hippocampus based result mr spect multi modality image registration anatomical functional feature hippocampus extracted mr registered spect image respectively hippocampus visualized applying volume rendering hippocampus volume data extracted mr image color coded registered spect image order offer objective quantitative data concerning anatomic shape functional feature hippocampus geometric volume spect intensity histogram hippocampus region automatically measured based mr registered spect image respectively also propose new method analysis hippocampal shape using integrated octree based representation consisting mesh voxels skeleton,2005,http://dl.acm.org/citation.cfm?id=2101876&CFID=932219848&CFTOKEN=95944927,"Yoo-Joo Choi, Jeong-Sik Kim, Min-Jeong Kim, Soo-Mi Choi and Myoung-Hee Kim","Book Series Lecture Notes in Computer Science, Volume 3802/2005, Book Computational Intelligence and Security, Pages 1140-1148, SpringerLink Date Sunday, June 18, 2006",0,0
methodology integrated knowledge management lifecycle product development process implementation,work first provides literature review product development knowledge management including product development process design history domain knowledge present method knowledge based multi view process modeling including process implementation process monitoring knowledge management integrated framework hierarchical model design history built relationship among process history design intent domain knowledge analyzed method acquisition management process history design intent domain knowledge presented functional module knowledge based pdpm system described architecture integrated knowledge management ikm system based pdpm set developed structure system used successfully life cycle new type railway rolling stock development chinese enterprise,2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1349178,"Peisi Zhong, Dazhi Liu, Mei Liu, Shuhui Ding and Zhaoyang Sun","Book Series Lecture Notes in Computer Science, Volume 3168/2005, Book Computer Supported Cooperative Work in Design, Pages 175-186, SpringerLink Date Thursday, November 03, 2005",0,0
method justifying arithmetic hypothesis computer algebra,computer algebra method justifying hypothesis arithmetic geometry considered specific feature method designed parametric problem method developed used solving computational problem justifying hypothesis equidistribution well theory algebraic curve finite field,2006,http://dl.acm.org/citation.cfm?id=1136655&CFID=932211863&CFTOKEN=70339897,N. M. Glazunov,"Programming and Computer Software, Volume 32, Number 3 / May, 2006",0,0
metric fitness function,metric whether collected statically dynamically whether constructed source code system process largely regarded mean evaluating property interest viewpoint successful developing body knowledge theory experience application metric estimation predication assessment diagnosis analysis improvement paper show alternative complementary view metric fitness function used guide search optimal near optimal individual search space possible solution metric fitness function maff approach offer number additional benefit metric research practice allows metric used improve software well ass provides additional mechanism metric analysis validation paper present brief survey search based approach show metric combined search based technique improve software system describes property metric make good fitness function explains benefit metric analysis validation accrue maff approach,2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1357891,"Mark Harman, John Clark",Proc. International Symposium on METRICS (2004),0,0
metric software test planning test design process,paper explains necessity integrating design testing system process assembly system design way author propose method include testing method design assembly system laboratory automation besancon different aspect testing problem explained formalized three kind variable aim variable operative variable action variable variable enable one design testing system five step process also presented used generate assembly plan including testing operation select plan according testing strategy establishment initial data product leading operative model product assembly plan generation including testing feature establishment knowledge operative testing using multicriteria analysis first selection among assembly plan generated second selection among plan remaining first selection,1999,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=782941,Wasif Afzal,"Master Thesis, Software Engineering, Thesis no: MSE-2007:02, January 2007, School of Engineering, Ronneby, Sweden",0,0
metric based management software product portfolio,commmercial software product vendor microsoft ibm oracle develop manage large portfolio software product might include operating system middleware firmware application many institution bank university hospital also create manage custom application manager company face important problem manage investment revenue quality customer expectation across large portfolio heuristic based product maturity framework help company effectively manage development maintenance portfolio software product,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4118653,"By Sunita Chulani , P. Santhanam , Brent Hodges , Kelley Blacksten Anders","Found in: IEEE Software 
Issue Date:March 2007 
pp. 66-72",0,0
microphase approach proactively invoking garbage collection improved performance,date commonly used criterion invoking garbage collection gc based heap usage garbage collection invoked heap area inside heap full approach suffer two performance shortcoming untimely garbage collection invocation large volume surviving object work explore new gc triggering approach called microphase exploit two observation allocation request occur phase ii phase boundary coincide time object also die thus proactively invoking garbage collection phase boundary yield high efficiency extended hotspot virtual machine sun microsystems support microphase conducted experiment using benchmark experimental result indicate technique reduce gc time application difference gc overhead range increase decrease heap set twice maximum live size result microphase improve overall performance benchmark performance difference range degradation improvement,2007,http://dl.acm.org/citation.cfm?id=1297034&CFID=932220362&CFTOKEN=81734104,"Feng Xian, Witawas Srisa-an, Hong Jiang","October 2007 
ACM SIGPLAN Notices,   Volume 42 Issue 10 
Publisher: ACM",0,0
milestone market software cost estimation market trading,software cost estimation remains difficult challenge despite decade attention researcher practitioner prediction often inaccurate characterized wide confidence interval direct approach base expert estimate detailed requirement along experience intuition estimator delphi method seek consensus estimate among group expert estimator still approach use historical project data fit estimation model cocomo hybrid technique like cobra combine aspect several method paper proposes different approach use information market continually aggregate individual estimate diverse software project stakeholder information market applied successfully several area market consensus often outperforming individual expert paper describes market mechanism software cost estimation explores characteristic make approach possible present initial experiment based simple estimation task,2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1579762,"By Donald J. Berndt , Joni L. Jones , Dezon Finch","Found in: Proceedings of the 39th Annual Hawaii International Conference on System Sciences (HICSS'06) Track 9Issue Date:January 2006 , pp. 230",0,0
mining discriminative distance context transcription factor binding site chip enriched region,genome wide identification transcription factor binding site tfbss critical understanding transcriptional regulation gene expression network chip chip experiment accelerate procedure mapping target tfbss diverse cellular condition address problem discriminating potential tfbss chip enriched region non chip enriched region using ensemble rule algorithm variety predictive variable including based sequence chromosomal context addition developed input variable based scoring scheme reflects distance context surrounding putative tfbss focusing hepatocyte regulator novel feature improved performance identifying potential tfbss measured importance predictive variable consistent biological meaning summary found distance based feature better discriminator chip enriched tfbs feature based sequence chromosomal context,2007,http://dl.acm.org/citation.cfm?id=1759712&CFID=932213346&CFTOKEN=55554218,"Hyunmin Kim, Katherina J. Kechris and Lawrence Hunter","Book Series Lecture Notes in Computer Science, Volume 4463/2007, Book Bioinformatics Research and Applications, Pages 338-349, SpringerLink Date Monday, August 06, 2007",0,0
mining metric predict component failure,make software fail empirical study post release defect history five microsoft software system found failure prone software entity statistically correlated code complexity measure however single set complexity metric could act universally best defect predictor using principal component analysis code metric built regression model accurately predict likelihood post release defect new entity approach easily generalized arbitrary project particular predictor obtained one project also significant new similar project,1996,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=888217,"Nachiappan Nagappan, Thomas Ball, Andreas Zeller","May 2006 
ICSE '06: Proceedings of the 28th international conference on Software engineering 
Publisher: ACM",0,0
mining process execution outcome position paper,organizational process general patient care process particular change time may response situation unpredicted predefined business process model clinical guideline result new knowledge yet incorporated model process mining technique enable capturing process change evaluating gap predefined model practiced process modifying model accordingly position paper motivates extension process mining order capture deviation process model also outcome associated patient improving deteriorating taken account modification process made,2007,http://dl.acm.org/citation.cfm?id=1793758&CFID=932216191&CFTOKEN=87248146,"Mor Peleg, Pnina Soffer and Johny Ghattas","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 4928/2008, Book Business Process Management Workshops, ISBN 978-3-540-78237-7, Pages 395-400, Subject Collection Computer Science, SpringerLink Date Friday, February 29, 2008",0,0
mining unexpected association signalling potential adverse drug reaction administrative health database,adverse reaction drug leading cause hospitalisation death worldwide post marketing adverse drug reaction adr detection technique analyse spontaneous adr report underestimate adrs significantly paper aim signal adrs administrative health database data collected routinely readily available introduce new knowledge representation unexpected temporal association rule utars describe pattern characteristic adrs due unexpectedness infrequency existing technique perform effectively handle unexpectedness introduce new interestingness measure unexpected leverage give user based exclusion technique calculation combining event oriented data preparation technique handle infrequency develop new algorithm mutara mining simple utars mutara effectively short list known adrs disease esophagitis unexpectedly associated drug alendronate similarly mutara signal atorvastatin followed nizatidine dicloxacillin may prescribed treat side effect stomach ulcer urinary tract infection respectively compared association mining technique mutara signal potential adrs effectively,2006,http://dl.acm.org/citation.cfm?id=2097164&CFID=932210392&CFTOKEN=43431955,"Huidong Jin, Jie Chen, Chris Kelman, Hongxing He, Damien McAullay and Christine M. O?Keefe","Book Series Lecture Notes in Computer Science, Volume 3918/2006, Book Advances in Knowledge Discovery and Data Mining, Pages 867-876, SpringerLink Date Friday, March 10, 2006",0,0
missing requirement relationship discovery proxy viewpoint model,paper address problem missing requirement software requirement specification sr expressed natural language due rapid change technology business frequently witnessed time original sr document often experience problem missing available hard locate requirement one flaw earlier solution problem consideration missing requirement multiple viewpoint furthermore since sr document represent incomplete domain model mannual discovery identification incorporation missing requirement relationship highly labor intensive error prone consequently deriving improving efficient adaptation sr change remain complex problem paper present new methodology entitled proxy viewpoint model based requirement discovery pvrd pvrd methodology provides integrated framework construct proxy viewpoint model legacy status requirement support requirement discovery process well efficient management,2004,http://dl.acm.org/citation.cfm?id=968203&CFID=932224586&CFTOKEN=41469005,"Seok Won Lee, David C. Rine","March 2004 
SAC '04: Proceedings of the 2004 ACM symposium on Applied computing 
Publisher: ACM",0,0
mixture random effect model based meta analysis medical data mining,powerful tool summarizing distributed medical information meta analysis played important role medical research past decade paper general statistical model meta analysis proposed integrate heterogeneous medical research efficiently novel model named mixture random effect model mrem constructed gaussian mixture model gmm unifies existing fixed effect model random effect model parameter proposed model estimated markov chain monte carlo mcmc method mrem discover underlying structure intrinsic heterogeneity meta datasets also imply reasonable subgroup division merit embody significance method heterogeneity assessment simulation result experiment real medical datasets demonstrate performance proposed model,2005,http://dl.acm.org/citation.cfm?id=2137945&CFID=932210983&CFTOKEN=39080147,"Yinglong Xia, Shifeng Weng, Changshui Zhang and Shao Li","Book Series Lecture Notes in Computer Science,  Volume 3587/2005, Book Machine Learning and Data Mining in Pattern Recognition, Pages 630-640, SpringerLink Date Monday, August 08, 2005",0,0
mml inverse learning medical data set,bayesian network bns model data infer probability certain outcome conditional probability distribution cpds specify frequency distribution every possible value attribute take large dimensionality data result complex cpds make difficult state cpds infer property model proposed project extend work comley dowe based idea dowe wallace improving bns technique simplifying cpds investigated better model therefore better inference data set high dimensionality medical datasets expected,2004,https://pdfs.semanticscholar.org/28c8/bb315d4363f6d1ffd1974e8b92bd2ee4ff3a.pdf,Pritika Sanghi,"Literature Review, School of Computer Science and Software Engineering
Monash University, July, 2004",0,0
mobile personalization large sport event user experience mobile device personalization,mobile personalization frequently discussed shown relation number usage scenario however research focused mainly technology development study mobile user experience personalization sport paper devoted new field studying user experience related mobile personalization large sport event lse order support enrich user experience lse mobile personalization study investigates current audience experience stadium derives usage pattern device personalization could usefully support context,2007,http://dl.acm.org/citation.cfm?id=1784027&CFID=932215873&CFTOKEN=80857307,Xu Sun and Andrew May,"Book Series Lecture Notes in Computer Science, Volume 4560/2007, Book Usability and Internationalization. Global and Local User Interfaces, Pages 486-495, SpringerLink Date Friday, August 24, 2007",0,0
mobile phone based user interface concept health data acquisition home,abstractthe availability mobile information communication technology increasing rapidly provides huge opportunity home monitoring application paper present new human computer interface concept based digital camera enabled mobile phone two keystroke necessary take photo medical measurement device example blood pressure meter send photo remote monitoring centre specifically designed algorithm extract numeric value photo store database processing result feasibility study indicates potential new method give people access mobile phone based autonomous recording documentation health parameter home,2004,http://dx.doi.org/10.1007/978-3-540-27817-7_5,"Gnter Schreier, Alexander Kollmann, Martin Kramer, Jrgen Messmer, Andreas Hochgatterer and Peter Kastner","Book Series Lecture Notes in Computer Science, Volume 3118/2004, Book Computers Helping People with Special Needs, Pages 29-36, SpringerLink Date Friday, July 02, 2004",0,0
mobilizing software expertise personal knowledge exchange,personal knowledge exchange pkes web based market match seeker provider knowledge facilitate pricing transfer knowledge asset show significant potential function infrastructure elance economy study examines transaction software expertimse personal knowledge exchange evaluates mobilization knowledge term speed number knowledge provider matched knowledge request hypothesis proposed based transaction cost imposed characteristic knowledge also study impact safeguarding coordination mechanism may help overcome challenge pke use find knowledge mobilization pke adversely impacted knowledge transfer cost due tacitness situatedness complexity knowledge sought lesser extent knowledge mobilization adversely affected likelihood opportunistic behavior indicated reputation rating individual requesting knowledge study enables better understanding factor impacting effectiveness personal knowledge exchange provides important managerial implication shaping development,2007,http://dl.acm.org/citation.cfm?id=1285071&CFID=932222510&CFTOKEN=17376552,Sanjay Gosain,"The Journal of Strategic Information Systems,   Volume 16 Issue 3, September 2007, Publisher: Butterworth-Heinemann.",0,0
model defining reporting reference based validation protocol medical image processing,objective image processing tool often embedded larger system validation image processing method important performance method impact performance larger system consequently decision action based use system validation study compare direct indirect result method reference assumed close equal correct solution paper propose model defining reporting reference based validation protocol medical image processing,2006,https://link.springer.com/article/10.1007/s11548-006-0044-6,"Pierre Jannin, Christophe Grova and Calvin R. Maurer","International Journal of Computer Assisted Radiology and Surgery, Volume 1, Number 2 / August, 2006",0,0
model transformation support analysis large scale system,basal economic factor important urban disaster carrying capacity economic sub system based collaboration concept model set two disaster mitigation expenditure economic output relationship couple expenditure disaster defense gross domestic product gdp insurance density available income per person considered compound basal economic factor urban disaster carrying capacity grey system academic model used coordinative analysis situation lately decade dalian aiming defection existent method result coordinative relationship expenditure disaster defend gdp insurance density available income per person well due actuality economic development high speed urban area damaged disaster recently suggested construction disaster prevention reduction insurance expedited urban economy develop ceaselessly,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4443344,"MARTA EUNICE CALDERON CAMPOS, M.B.A., B.S.",A THESIS IN SOFTWARE ENGINEERING Submitted to the Graduate Faculty of Texas Tech University in Partial Fulfillment of the Requirements for the Degree of MASTER OF SCIENCE IN SOFTWARE ENGINEERING,0,0
model based performance prediction software development survey,last decade lot research directed toward integrating performance analysis software development process traditional software development method focus software correctness introducing performance issue later development process approach take account fact performance problem may require considerable change design example software architecture level even worse requirement analysis level several approach proposed order address early software performance analysis although successfully applied still far seeing performance analysis integrated ordinary software development paper present comprehensive review recent research field model based performance prediction software development time order ass maturity field point promising research direction,2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1291833,"By Simonetta Balsamo , Antinisca Di Marco , Paola Inverardi , Marta Simeoni","Found in: IEEE Transactions on Software Engineering 
Issue Date:May 2004 
pp. 295-310",0,0
model based technology integration technical space concept,paper introduce concept technical space t refer technology higher level abstraction technical space easily identified xml t dbms t programming language t omg mda t etc spectrum available technology rapidly broadening necessity offer clear guideline choosing practical solution engineering problem becoming must purpose work figure work efficiently using best possibility technology need basic understanding similarity difference various tss also possible operational bridge allow transferring artifact obtained one t t analysis several technical space reveals perceived broader context model management framework every space populated model important commonality framework organized according three level architecture based model metamodels metametamodels unified model based view brings conceptual foundation study possible bridge space bridging technical space especially useful brings new capability available given space hope presented vision may help u putting forward idea could cooperation competition among alternative technology,2005,https://www.researchgate.net/profile/Ivan_Kurtev/publication/228738739_Model-based_Technology_Integration_with_the_Technical_Space_Concept/links/0fcfd507dd6e64f060000000/Model-based-Technology-Integration-with-the-Technical-Space-Concept.pdf,"Jean B?zivin, Ivan Kurtev","Proceedings of the Metainformatics Symposium, Springer-Verlag  (2005)",0,0
model based verification development dependable system,paper present framework integrates semi formal modeling language namely uml formal method namely pvs exploit synergy development dependable system system description given uml notation translated semantic model pvs based formal semantic definition uml notation translation automated resulting semantic model rigorously analyzed using pvs toolkit demonstrate example framework contributes improved use formal method development dependable system industrial setting underpinning semi formal modeling language rigorous semantic foundation,2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1425165,"II 
By Demissie B. Aredo , Olaf Owe","Found in: International Conference on Information Technology: Coding and Computing (ITCC'05) - Volume 
Issue Date:April 2005 , pp. 327-334",0,0
model driven architecture cancer research,common phenomenon research project collect analyse valuable data using ad hoc information system costly build system often composed incompatible variant module record data way prevent meaningful result analysis across similar project present framework us combination formal method model driven development service oriented architecture soa technology automate generation data management system cancer clinical trial research area particularly affected problem soa solution generated framework based information model cancer clinical trial comprises component collection analysis cancer research data within across clinical trial boundary primarily targeted cancer research approach readily applicable area similar information model available,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4343924,"By Radu Calinescu , Steve Harris , Jeremy Gibbons , Jim Davies , Igor Toujilov , Sylvia B. Nagl","Found in: Fifth IEEE International Conference on Software Engineering and Formal Methods (SEFM 2007) 
Issue Date:September 2007 
pp. 59-68",0,0
model driven design web application client side adaptation,paper describes design framework enterprise web application adapts content various type web enabled terminal wearable device pda automobile pc terminal different capability regard processing unit user interaction communication thus application must dynamically adapt content type device provide service session hand application serve various dynamic content database transaction need connected back end system namely business object designed independently web application reuse easy development adaptive enterprise system framework separate three concern design business object design logical web content design content adaptation paper report author experience designing implementing applying framework banking system using small display device discus design,1999,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=809586,"Stefano Ceri, Peter Dolog, Maristella Matera, Wolfgang Nejdl","ICWE 2004 - International Conference on Web Engineering, volume 3140 of LNCS",0,0
model driven engineering,field access control many security breach occur lack early mean evaluate access control policy adequate satisfy privilege requested subject try perform action object paper proposes approach based umlsec tackle problem propose extend umlsec add orbac element particular add notion context inheritance separation also propose methodology modeling security policy assessing security policy modeled based use motorbac assessment proposed order guarantee security policy well formed analyse potential conflict simulate real situation,2013,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6657260,Douglas C. Schmidt,"IEEE Computer, February 2006 (Vol. 39, No. 2) pp. 25-31",0,0
model driven safety evaluation state event based component failure annotation,past year paradigm component based software engineering established construction complex mission critical system due trend practical need technique evaluate critical property safety reliability availability performance system paper review several high level technique evaluation safety property component based system propose new evaluation model state event fault tree extends safety analysis towards lower abstraction level model posse state event semantics strong encapsulation especially useful evaluation component based software system finally compare technique give suggestion combined usage,2005,http://dl.acm.org/citation.cfm?id=2154574&CFID=932216320&CFTOKEN=77357936,"L. Grunske, B. Kaiser, and Y. Papadopoulos.","Component-Based Software Engineering, Proceedings 3489:33-48, 2005.",0,0
